truck_make,truck_model,truck_year,license_plate,color,fuel_type,transmission,weight_capacity,length,width,height,purchase_date,sale_date,status
Chevrolet,Tahoe,2009,DEF789,Mauv,Diesel,Automatic,1821,216,58,53,2/15/2013,5/24/2014,Active
Ford,F150,1984,DEF789,Turquoise,Electric,Manual,9123,103,77,69,3/9/2002,4/19/2006,Inactive
Hyundai,Santa Fe,2012,DEF789,Yellow,Gasoline,Manual,6278,267,95,88,3/6/2018,3/25/2022,Active
Toyota,Tacoma,1997,XYZ456,Purple,Electric,Manual,4034,222,68,71,1/18/2012,3/5/2013,Inactive
Honda,CR-X,1985,ABC123,Yellow,Electric,Manual,8097,101,80,68,1/1/2010,8/24/2012,Active
GMC,Savana,2011,XYZ456,Purple,Diesel,Automatic,9372,101,97,99,9/30/2001,12/3/2000,Active
BMW,Alpina B7,2007,ABC123,Mauv,Gasoline,Automatic,2517,175,96,95,5/25/2001,12/24/2021,Active
Buick,LaCrosse,2011,XYZ456,Indigo,Gasoline,Manual,4476,256,97,76,2/11/2018,6/9/2014,Inactive
Oldsmobile,Silhouette,1994,XYZ456,Yellow,Electric,Manual,8919,300,78,90,12/11/2021,12/12/2018,Active
Ford,Transit Connect,2011,ABC123,Teal,Gasoline,Automatic,1825,186,98,95,9/23/2011,10/8/2007,Inactive
Buick,LeSabre,1998,ABC123,Crimson,Gasoline,Automatic,3167,248,51,60,6/8/2022,8/11/2005,Active
Kia,Sephia,2001,ABC123,Mauv,Gasoline,Manual,2514,268,83,78,8/1/2022,4/30/2019,Active
Chevrolet,TrailBlazer,2002,DEF789,Pink,Electric,Manual,7737,224,99,56,12/21/2005,1/17/2000,Active
GMC,Jimmy,2001,DEF789,Turquoise,Electric,Automatic,8736,219,62,78,8/7/2022,11/1/2013,Active
Ford,Taurus,2009,XYZ456,Maroon,Gasoline,Manual,1570,202,93,84,12/8/2011,6/17/2022,Active
Toyota,Supra,1993,XYZ456,Pink,Gasoline,Manual,3139,212,87,50,3/11/2007,7/4/2015,Inactive
Chevrolet,Corvette,2003,ABC123,Yellow,Diesel,Automatic,4742,145,65,58,11/5/2019,6/15/2022,Inactive
GMC,Rally Wagon G3500,1996,DEF789,Teal,Gasoline,Manual,5180,275,84,81,9/4/2004,10/28/2001,Active
Dodge,Caravan,1999,XYZ456,Purple,Gasoline,Manual,5224,112,88,81,6/25/2018,6/12/2005,Active
Hyundai,Elantra,2007,DEF789,Puce,Electric,Manual,8032,198,79,72,1/28/2002,4/30/2018,Active
Toyota,Land Cruiser,2009,ABC123,Aquamarine,Gasoline,Automatic,4300,102,87,71,11/12/2014,8/12/2009,Active
Chevrolet,Cruze,2013,ABC123,Khaki,Diesel,Automatic,7403,166,79,79,10/20/2013,10/5/2018,Active
Cadillac,CTS,2008,DEF789,Puce,Gasoline,Automatic,1303,295,92,64,3/14/2011,1/13/2001,Inactive
Chevrolet,G-Series G10,1993,DEF789,Puce,Gasoline,Automatic,5327,289,84,71,5/10/2008,2/7/2006,Active
Nissan,JUKE,2012,ABC123,Crimson,Gasoline,Manual,1603,163,62,91,2/23/2019,4/6/2007,Active
Subaru,Impreza,2007,ABC123,Puce,Gasoline,Manual,3970,216,61,84,1/19/2020,5/9/2022,Active
Isuzu,Rodeo Sport,2001,DEF789,Puce,Electric,Automatic,7096,257,83,90,9/9/2006,7/26/2016,Active
Lexus,RX Hybrid,2011,XYZ456,Red,Gasoline,Automatic,8432,186,79,65,11/27/2003,12/8/2019,Inactive
Mercedes-Benz,GL-Class,2007,ABC123,Maroon,Gasoline,Automatic,3695,193,68,63,5/31/2015,12/3/2018,Active
Audi,S6,2010,DEF789,Yellow,Diesel,Manual,3714,221,80,88,10/28/2016,8/11/2022,Inactive
Chevrolet,3500,1992,XYZ456,Green,Diesel,Automatic,3084,238,56,55,7/1/2013,11/24/2002,Active
Hyundai,Sonata,1995,ABC123,Fuscia,Electric,Manual,7131,227,56,68,7/21/2018,7/27/2012,Active
Hyundai,Tucson,2006,ABC123,Aquamarine,Electric,Automatic,9020,135,81,78,8/25/2003,11/12/2010,Inactive
Chevrolet,Suburban 2500,2006,DEF789,Teal,Electric,Automatic,7187,164,57,100,11/23/2004,8/20/2006,Active
Lexus,LS Hybrid,2010,ABC123,Indigo,Gasoline,Manual,1096,149,90,78,5/8/2021,8/30/2018,Active
Toyota,Sienna,2006,DEF789,Goldenrod,Diesel,Manual,6448,162,80,69,1/10/2010,11/30/2002,Active
GMC,Canyon,2010,DEF789,Teal,Electric,Automatic,3875,177,72,98,8/5/2021,3/15/2019,Active
Volkswagen,Golf,2010,ABC123,Teal,Electric,Manual,8942,274,65,60,1/28/2022,5/16/2013,Active
Mazda,MPV,1997,ABC123,Crimson,Diesel,Manual,9196,129,98,80,9/6/2014,2/10/2008,Active
Chevrolet,Express 2500,2004,DEF789,Aquamarine,Diesel,Manual,2262,252,73,94,2/7/2018,1/28/2010,Active
Audi,A8,2001,ABC123,Purple,Gasoline,Automatic,6189,259,64,60,6/16/2008,10/1/2006,Active
Audi,R8,2008,XYZ456,Pink,Gasoline,Automatic,6978,126,61,61,5/7/2018,6/11/2012,Inactive
Honda,Ridgeline,2007,ABC123,Yellow,Diesel,Automatic,1978,176,74,53,10/26/2016,4/15/2009,Inactive
GMC,Sierra 2500HD,2006,XYZ456,Yellow,Gasoline,Automatic,3916,106,53,69,10/12/2013,8/11/2013,Active
Dodge,Stratus,2001,XYZ456,Crimson,Gasoline,Manual,6450,157,88,60,10/20/2002,11/28/2006,Active
Isuzu,Hombre Space,1998,ABC123,Maroon,Diesel,Manual,8617,144,91,94,10/25/2009,4/29/2009,Inactive
Mercury,Cougar,1994,XYZ456,Maroon,Electric,Automatic,3341,164,89,64,5/7/2021,7/24/2018,Active
Audi,90,1994,DEF789,Orange,Gasoline,Automatic,9480,156,53,56,7/6/2007,6/22/2003,Active
Toyota,RAV4,2008,DEF789,Yellow,Diesel,Manual,1311,166,52,54,9/26/2001,9/14/2022,Active
Buick,Lucerne,2011,ABC123,Khaki,Diesel,Manual,8934,202,77,53,6/25/2001,1/27/2018,Active
Dodge,Dakota Club,1995,DEF789,Pink,Gasoline,Automatic,7397,137,89,55,8/28/2003,3/29/2014,Inactive
Volkswagen,Golf,1988,XYZ456,Violet,Gasoline,Automatic,2236,149,70,57,11/18/2001,7/13/2001,Active
GMC,Suburban 1500,1996,DEF789,Red,Electric,Manual,9985,206,87,74,8/15/2007,8/30/2005,Active
Mazda,CX-9,2008,ABC123,Blue,Electric,Manual,8392,251,71,50,5/6/2005,11/5/2005,Active
Oldsmobile,88,1992,ABC123,Maroon,Gasoline,Manual,7225,227,69,51,3/13/2018,8/12/2007,Active
Chrysler,300,2011,DEF789,Blue,Gasoline,Automatic,2964,254,74,62,7/7/2021,9/11/2021,Inactive
Lexus,IS F,2011,DEF789,Orange,Electric,Automatic,5322,246,50,94,3/21/2001,2/19/2010,Inactive
Land Rover,Defender,1993,XYZ456,Green,Electric,Automatic,8604,262,80,99,8/3/2007,4/16/2020,Active
Chevrolet,Sportvan G20,1992,ABC123,Purple,Diesel,Manual,7053,127,60,73,8/14/2000,12/31/2014,Inactive
Chrysler,Aspen,2009,XYZ456,Yellow,Diesel,Automatic,8499,103,74,68,9/29/2015,12/19/2018,Inactive
GMC,Yukon,1998,ABC123,Crimson,Electric,Automatic,6152,110,97,59,4/13/2019,4/20/2003,Inactive
Jaguar,XJ Series,2003,XYZ456,Crimson,Gasoline,Manual,4217,299,78,81,12/10/2004,12/30/2009,Inactive
Mercury,Lynx,1985,ABC123,Purple,Gasoline,Manual,4376,115,94,63,12/20/2012,7/26/2016,Active
Mazda,MX-5,1991,DEF789,Yellow,Electric,Automatic,1830,180,87,69,12/9/2001,2/7/2003,Active
Toyota,Paseo,1996,DEF789,Purple,Electric,Automatic,5175,117,83,100,3/29/2006,10/6/2000,Inactive
Mazda,626,1991,ABC123,Aquamarine,Electric,Manual,9000,124,64,61,3/28/2016,12/3/2002,Inactive
Dodge,Viper,1993,DEF789,Blue,Gasoline,Automatic,4398,239,67,53,11/8/2010,1/6/2019,Active
BMW,1 Series,2009,DEF789,Red,Gasoline,Manual,8387,295,82,98,5/2/2010,11/24/2009,Active
GMC,Canyon,2007,DEF789,Fuscia,Electric,Manual,9292,284,57,68,5/18/2011,10/10/2000,Inactive
BMW,3 Series,1999,ABC123,Indigo,Gasoline,Automatic,2707,170,95,56,9/4/2022,2/19/2010,Active
Lexus,GX,2011,XYZ456,Orange,Diesel,Automatic,2884,199,59,64,8/2/2000,3/2/2007,Active
Toyota,Supra,1998,ABC123,Khaki,Diesel,Automatic,4810,286,92,95,1/12/2012,5/5/2003,Active
Chevrolet,Impala,2000,DEF789,Teal,Diesel,Manual,6066,154,84,51,8/15/2011,3/24/2020,Active
Volkswagen,Routan,2009,DEF789,Khaki,Diesel,Automatic,9496,230,83,56,10/2/2018,11/2/2008,Active
Ford,Explorer,2012,XYZ456,Khaki,Electric,Automatic,1338,282,75,95,1/20/2007,2/12/2010,Active
Acura,TL,2005,DEF789,Puce,Gasoline,Manual,4881,291,91,81,2/16/2022,9/12/2020,Inactive
Chevrolet,Corvette,1966,XYZ456,Orange,Electric,Manual,7887,173,99,56,11/20/2009,6/18/2007,Inactive
Hyundai,Tucson,2008,DEF789,Teal,Diesel,Automatic,7333,275,66,74,11/3/2018,1/3/2001,Active
Dodge,Caravan,2003,XYZ456,Fuscia,Gasoline,Manual,8417,117,90,97,1/23/2018,10/27/2013,Active
Plymouth,Colt,1993,DEF789,Fuscia,Diesel,Manual,8395,139,55,77,4/3/2007,10/16/2017,Inactive
Maserati,Spyder,1991,XYZ456,Fuscia,Gasoline,Automatic,4320,153,90,98,11/29/2001,8/29/2011,Active
Chevrolet,Tahoe,2011,DEF789,Teal,Gasoline,Automatic,8470,155,60,88,9/23/2019,8/13/2018,Active
Geo,Tracker,1996,XYZ456,Maroon,Gasoline,Automatic,1286,124,88,54,7/19/2019,3/19/2022,Active
Kia,Forte,2010,XYZ456,Orange,Gasoline,Automatic,9244,144,78,84,9/4/2001,2/5/2019,Active
Jeep,Commander,2007,XYZ456,Goldenrod,Gasoline,Manual,6426,124,77,92,12/19/2006,12/5/2007,Inactive
Mazda,Miata MX-5,2010,DEF789,Blue,Electric,Automatic,9115,185,99,56,3/14/2021,2/23/2014,Inactive
GMC,Yukon,1998,XYZ456,Turquoise,Gasoline,Manual,3252,196,65,69,2/25/2000,10/15/2016,Inactive
Ford,F250,1993,DEF789,Khaki,Gasoline,Manual,1967,256,84,84,9/6/2008,3/8/2000,Inactive
Maserati,Coupe,2006,XYZ456,Puce,Electric,Manual,4514,284,92,85,11/18/2014,4/13/2002,Active
Pontiac,Aztek,2002,DEF789,Teal,Diesel,Manual,3584,121,84,51,6/27/2000,1/22/2016,Inactive
Hyundai,Genesis Coupe,2013,XYZ456,Teal,Electric,Manual,9966,280,53,89,9/10/2013,8/31/2016,Active
Mercedes-Benz,S-Class,2008,DEF789,Violet,Gasoline,Manual,1987,167,83,62,11/12/2017,7/12/2020,Active
Mitsubishi,Precis,1992,ABC123,Orange,Electric,Automatic,5299,281,80,90,4/15/2009,8/26/2004,Active
Mazda,Millenia,1996,XYZ456,Red,Diesel,Automatic,8843,168,71,83,9/28/2012,2/5/2009,Inactive
Nissan,240SX,1992,DEF789,Orange,Diesel,Automatic,8747,179,64,52,5/21/2011,8/7/2006,Active
Ford,Transit Connect,2013,DEF789,Purple,Electric,Automatic,7622,262,99,84,5/22/2001,10/19/2009,Active
BMW,7 Series,2005,XYZ456,Purple,Electric,Automatic,5992,222,87,76,7/1/2003,4/4/2022,Active
GMC,Envoy,2006,XYZ456,Aquamarine,Diesel,Manual,4279,243,53,58,10/8/2004,10/12/2022,Active
GMC,Savana 1500,2007,XYZ456,Aquamarine,Electric,Manual,9294,248,79,78,8/2/2005,3/11/2012,Active
GMC,2500 Club Coupe,1998,XYZ456,Indigo,Diesel,Manual,3021,242,73,67,12/8/2001,10/7/2009,Active
Land Rover,Defender,1997,XYZ456,Fuscia,Electric,Manual,8112,287,66,99,1/9/2013,3/4/2003,Active
Hyundai,Elantra,1997,DEF789,Pink,Diesel,Automatic,6121,276,94,58,9/24/2006,1/9/2019,Active
Lamborghini,Countach,1989,ABC123,Teal,Gasoline,Manual,1019,197,57,83,12/18/2005,11/22/2000,Active
Nissan,Versa,2008,ABC123,Mauv,Electric,Manual,6339,290,72,71,8/12/2005,5/10/2001,Inactive
Land Rover,Range Rover Sport,2007,XYZ456,Crimson,Electric,Manual,6117,243,55,60,9/2/2008,1/1/2009,Inactive
Hyundai,Santa Fe,2001,ABC123,Turquoise,Diesel,Manual,7120,211,85,66,5/14/2008,1/4/2018,Active
Honda,Civic,2011,XYZ456,Puce,Gasoline,Automatic,9118,128,50,75,9/15/2011,11/3/2008,Inactive
Lincoln,Navigator,2011,ABC123,Red,Electric,Manual,8127,290,78,68,11/24/2008,1/9/2003,Inactive
GMC,Savana 2500,2002,XYZ456,Pink,Electric,Automatic,8617,257,65,80,7/3/2011,11/5/2013,Active
Cadillac,Fleetwood,1954,XYZ456,Fuscia,Gasoline,Manual,3818,109,92,74,1/11/2018,3/11/2002,Inactive
Toyota,Tacoma Xtra,2004,DEF789,Crimson,Electric,Manual,4165,275,50,98,4/26/2013,12/19/2005,Inactive
Mazda,929,1989,XYZ456,Red,Electric,Manual,7250,298,66,71,10/5/2014,8/8/2005,Active
Infiniti,FX,2003,ABC123,Teal,Gasoline,Automatic,2098,181,86,87,9/11/2015,1/9/2020,Active
Chevrolet,Monte Carlo,2003,DEF789,Fuscia,Gasoline,Manual,7429,204,57,68,12/17/2011,12/5/2015,Inactive
Chevrolet,Aveo,2008,XYZ456,Pink,Diesel,Automatic,6636,182,97,83,7/21/2003,12/10/2003,Active
GMC,Rally Wagon 2500,1993,ABC123,Goldenrod,Diesel,Automatic,7788,114,95,99,12/19/2003,11/17/2020,Active
Mitsubishi,GTO,1999,XYZ456,Indigo,Gasoline,Manual,7267,195,79,52,2/20/2004,6/24/2011,Active
Chevrolet,HHR,2010,XYZ456,Yellow,Diesel,Automatic,3805,157,92,63,2/19/2014,11/4/2009,Inactive
Dodge,Grand Caravan,2011,XYZ456,Crimson,Electric,Manual,7431,161,61,55,8/6/2018,2/24/2010,Inactive
Oldsmobile,Bravada,1997,DEF789,Maroon,Diesel,Automatic,9185,130,77,98,7/5/2003,7/30/2007,Active
Chevrolet,Cavalier,1992,DEF789,Yellow,Diesel,Automatic,9208,139,91,95,8/13/2009,8/30/2013,Inactive
Aston Martin,Vantage,2006,XYZ456,Maroon,Diesel,Manual,5073,141,55,84,7/14/2011,2/12/2009,Inactive
Saab,9-2X,2005,ABC123,Red,Diesel,Automatic,8631,115,85,91,4/6/2008,1/26/2015,Inactive
Bentley,Arnage,2009,DEF789,Indigo,Gasoline,Automatic,9088,173,78,59,3/25/2020,5/14/2007,Active
Chevrolet,Lumina,1993,XYZ456,Red,Electric,Manual,3473,170,83,76,5/16/2006,1/12/2017,Active
Mitsubishi,Sigma,1989,XYZ456,Crimson,Electric,Automatic,1228,288,65,67,12/13/2021,4/28/2014,Active
Jeep,Patriot,2007,XYZ456,Teal,Electric,Manual,9610,232,80,69,8/24/2012,4/15/2010,Active
Cadillac,Seville,1997,ABC123,Khaki,Gasoline,Manual,4317,286,82,53,10/4/2019,11/23/2018,Active
Hyundai,Accent,2000,DEF789,Crimson,Gasoline,Automatic,4302,167,79,58,8/1/2015,7/16/2006,Active
Lexus,GX,2003,ABC123,Turquoise,Electric,Automatic,5471,206,62,76,9/10/2015,3/10/2009,Inactive
Mercedes-Benz,CLK-Class,2006,ABC123,Green,Electric,Automatic,2984,201,82,94,8/12/2014,2/28/2003,Active
Isuzu,Oasis,1999,DEF789,Fuscia,Diesel,Automatic,9840,111,56,78,2/1/2017,10/27/2002,Inactive
Cadillac,Seville,1999,XYZ456,Goldenrod,Electric,Automatic,4666,172,67,52,6/19/2007,3/2/2008,Active
Bentley,Continental,2005,XYZ456,Pink,Gasoline,Automatic,2890,250,76,100,7/21/2003,4/2/2011,Active
Chevrolet,Cavalier,1999,XYZ456,Khaki,Gasoline,Automatic,3578,224,82,63,11/2/2011,1/27/2021,Inactive
GMC,Sonoma,2004,DEF789,Red,Electric,Automatic,5858,133,70,88,2/10/2016,4/28/2006,Inactive
Ford,Excursion,2000,XYZ456,Red,Electric,Manual,5313,259,78,81,5/11/2008,6/2/2007,Inactive
Chevrolet,G-Series G30,1993,DEF789,Fuscia,Gasoline,Manual,5664,176,79,77,9/13/2022,6/19/2002,Inactive
Suzuki,SJ,1989,ABC123,Mauv,Diesel,Manual,1166,167,82,94,9/17/2010,6/4/2007,Active
Nissan,Quest,2005,DEF789,Aquamarine,Diesel,Automatic,1743,194,53,94,1/12/2011,4/10/2018,Active
Lotus,Elan,1994,ABC123,Puce,Gasoline,Manual,2687,289,54,61,1/12/2002,5/8/2005,Inactive
Chevrolet,Express 2500,1998,ABC123,Indigo,Electric,Automatic,5728,300,89,61,6/30/2007,9/18/2005,Active
Honda,del Sol,1995,ABC123,Puce,Gasoline,Automatic,2906,216,71,96,8/31/2006,4/6/2015,Inactive
Saab,9000,1988,XYZ456,Khaki,Gasoline,Manual,9545,170,69,56,4/27/2016,6/7/2003,Active
Mitsubishi,Montero,2003,DEF789,Turquoise,Gasoline,Automatic,9440,213,80,83,1/15/2019,3/5/2011,Active
Kia,Mentor,1997,ABC123,Red,Diesel,Automatic,7282,188,79,89,4/13/2003,8/8/2000,Inactive
Nissan,Frontier,1998,DEF789,Blue,Diesel,Manual,9529,114,79,51,11/12/2002,9/8/2006,Active
Suzuki,SX4,2010,DEF789,Crimson,Gasoline,Automatic,2322,220,76,57,1/11/2009,10/27/2014,Active
Ford,E250,2005,ABC123,Blue,Diesel,Manual,8320,282,58,65,3/25/2011,6/3/2003,Active
Suzuki,Sidekick,1995,DEF789,Crimson,Electric,Automatic,4676,145,83,80,2/15/2018,9/23/2014,Active
Volvo,V50,2007,ABC123,Violet,Diesel,Automatic,7340,201,57,63,8/28/2003,5/12/2004,Active
Jeep,Liberty,2012,XYZ456,Goldenrod,Gasoline,Manual,8825,286,59,81,10/29/2014,3/1/2011,Inactive
Mercedes-Benz,C-Class,2012,DEF789,Red,Gasoline,Automatic,5206,282,65,86,3/15/2015,8/6/2005,Inactive
Chevrolet,Impala,1996,DEF789,Crimson,Diesel,Manual,1963,284,72,98,7/28/2000,12/15/2005,Active
Chevrolet,Silverado 1500,2005,DEF789,Aquamarine,Diesel,Manual,5257,263,60,78,12/30/2000,5/15/2001,Inactive
Ford,LTD Crown Victoria,1990,XYZ456,Orange,Gasoline,Automatic,5864,214,70,81,7/6/2019,10/17/2005,Active
Honda,Civic,1992,DEF789,Khaki,Diesel,Manual,4273,146,93,73,7/2/2009,9/22/2018,Active
Chevrolet,G-Series 1500,1998,DEF789,Fuscia,Diesel,Manual,3352,212,57,84,3/26/2007,3/2/2009,Inactive
Chrysler,New Yorker,1994,XYZ456,Blue,Electric,Automatic,7924,292,68,98,7/23/2013,10/25/2010,Active
Mercury,Villager,1996,XYZ456,Crimson,Diesel,Manual,1777,162,52,73,3/5/2011,11/29/2016,Inactive
Porsche,911,1988,DEF789,Mauv,Electric,Manual,2247,157,50,65,9/26/2003,8/28/2000,Inactive
Nissan,Murano,2003,XYZ456,Pink,Electric,Manual,5017,108,66,93,7/11/2012,1/2/2013,Inactive
Mercury,Grand Marquis,1988,DEF789,Khaki,Electric,Manual,9622,159,84,60,4/20/2002,2/10/2011,Active
Volkswagen,GTI,1993,XYZ456,Maroon,Gasoline,Manual,7978,257,78,98,5/30/2007,10/9/2014,Inactive
Porsche,944,1986,ABC123,Red,Diesel,Manual,5180,272,77,79,6/22/2018,7/16/2005,Inactive
BMW,5 Series,1997,ABC123,Goldenrod,Gasoline,Manual,6755,253,61,80,3/2/2003,6/4/2003,Active
Mercedes-Benz,E-Class,2011,XYZ456,Blue,Gasoline,Manual,5728,115,62,84,6/17/2012,3/6/2007,Active
Dodge,Ram 1500,1996,ABC123,Indigo,Electric,Automatic,5011,261,73,99,10/19/2016,8/14/2021,Active
Hyundai,XG350,2002,ABC123,Violet,Electric,Manual,9785,203,95,58,9/7/2006,9/12/2008,Active
Jaguar,XK Series,2013,ABC123,Violet,Diesel,Automatic,9582,189,59,100,1/24/2006,12/26/2019,Inactive
Mazda,Mazdaspeed 3,2011,ABC123,Khaki,Electric,Manual,6680,297,69,55,5/5/2013,4/29/2019,Active
Dodge,Ram 1500,1998,XYZ456,Turquoise,Diesel,Automatic,7340,246,81,72,3/13/2011,1/10/2006,Active
Mitsubishi,Montero,2001,DEF789,Aquamarine,Gasoline,Automatic,4954,221,75,74,10/20/2006,1/6/2008,Active
Oldsmobile,Aurora,2003,DEF789,Aquamarine,Electric,Manual,3331,140,76,88,10/2/2001,12/22/2016,Active
Infiniti,G37,2011,DEF789,Violet,Electric,Automatic,4252,214,68,68,6/1/2022,2/17/2005,Active
BMW,X3,2012,ABC123,Turquoise,Diesel,Automatic,6220,124,84,53,10/14/2012,10/15/2011,Inactive
Chevrolet,Prizm,2002,DEF789,Violet,Electric,Manual,4833,248,90,86,8/3/2022,1/6/2010,Active
Chevrolet,Avalanche,2009,ABC123,Red,Diesel,Automatic,1266,154,54,59,5/3/2017,9/25/2006,Inactive
Ford,F250,2002,XYZ456,Pink,Gasoline,Automatic,9013,126,66,68,11/17/2008,3/28/2006,Inactive
Toyota,Corolla,2007,XYZ456,Teal,Diesel,Manual,3617,282,73,99,10/22/2003,7/30/2012,Inactive
Acura,Legend,1994,DEF789,Maroon,Electric,Manual,8542,299,84,68,8/21/2012,3/12/2004,Active
Buick,Rendezvous,2003,XYZ456,Yellow,Gasoline,Manual,6745,272,88,79,6/2/2018,3/14/2021,Inactive
Mercedes-Benz,M-Class,2000,XYZ456,Crimson,Gasoline,Automatic,5531,281,50,69,8/3/2006,10/17/2011,Inactive
Isuzu,Hombre Space,1998,DEF789,Blue,Diesel,Manual,3592,232,57,78,9/30/2004,7/29/2001,Active
Dodge,Stealth,1994,XYZ456,Yellow,Electric,Automatic,9447,272,54,75,12/25/2022,7/23/2011,Inactive
GMC,Rally Wagon 3500,1992,ABC123,Fuscia,Electric,Automatic,6286,192,61,64,8/3/2009,8/9/2018,Active
Ford,Aerostar,1986,DEF789,Indigo,Gasoline,Automatic,2980,287,84,57,5/14/2014,8/22/2012,Active
Jeep,Cherokee,1993,DEF789,Khaki,Diesel,Manual,2710,284,60,55,10/16/2015,8/8/2006,Active
Lexus,RX,1999,DEF789,Violet,Gasoline,Manual,6811,140,91,92,5/15/2016,2/11/2018,Inactive
Lexus,LX,2005,DEF789,Goldenrod,Electric,Automatic,5531,196,78,81,1/26/2001,2/15/2022,Inactive
Eagle,Summit,1995,ABC123,Goldenrod,Diesel,Automatic,6328,289,62,89,9/12/2013,11/8/2010,Inactive
Audi,riolet,1997,ABC123,Turquoise,Diesel,Automatic,8442,271,89,78,7/13/2002,8/8/2003,Active
Chevrolet,Express 3500,1999,XYZ456,Mauv,Gasoline,Manual,2912,260,69,50,8/1/2006,5/27/2003,Active
Cadillac,Eldorado,1998,DEF789,Fuscia,Diesel,Manual,6858,117,77,95,6/30/2002,8/19/2012,Inactive
Lincoln,Town Car,1999,DEF789,Aquamarine,Diesel,Automatic,7896,190,62,67,2/24/2014,4/9/2003,Active
Acura,ZDX,2010,XYZ456,Pink,Gasoline,Manual,4630,180,74,81,12/1/2006,7/12/2011,Active
Suzuki,Grand Vitara,2002,ABC123,Orange,Diesel,Manual,9898,206,98,68,9/6/2017,5/7/2000,Inactive
GMC,Envoy XL,2003,XYZ456,Indigo,Gasoline,Automatic,2474,298,71,71,2/28/2017,6/9/2006,Active
Mitsubishi,Chariot,1991,XYZ456,Orange,Gasoline,Automatic,4638,169,95,97,7/21/2006,5/30/2009,Active
Toyota,Sienna,2012,ABC123,Mauv,Electric,Automatic,7286,295,55,94,10/16/2009,3/23/2000,Active
Mitsubishi,Galant,2011,DEF789,Maroon,Electric,Manual,4369,188,50,61,8/1/2008,10/11/2000,Active
Chevrolet,Caprice,1994,ABC123,Red,Diesel,Automatic,4330,140,99,99,4/6/2001,4/24/2019,Active
Subaru,Baja,2004,ABC123,Fuscia,Gasoline,Manual,7229,170,72,73,7/3/2004,10/15/2018,Active
Volkswagen,Beetle,1967,XYZ456,Maroon,Gasoline,Automatic,7140,185,92,82,7/24/2007,3/10/2001,Active
Studebaker,Avanti,1962,ABC123,Purple,Gasoline,Manual,3996,124,92,99,2/21/2010,10/25/2015,Active
Nissan,Frontier,2009,DEF789,Fuscia,Diesel,Automatic,8394,175,90,100,4/17/2017,5/22/2000,Active
Saab,9-2X,2006,DEF789,Yellow,Gasoline,Manual,6059,239,83,74,4/27/2006,11/26/2019,Active
Mercedes-Benz,E-Class,1994,DEF789,Aquamarine,Gasoline,Automatic,2492,290,60,53,11/1/2016,9/24/2007,Active
Toyota,Land Cruiser,2006,DEF789,Puce,Diesel,Manual,7295,253,96,90,11/10/2004,9/24/2011,Active
Dodge,Ram 3500,2010,ABC123,Fuscia,Gasoline,Automatic,3999,259,84,57,11/15/2002,9/5/2014,Inactive
Lamborghini,Gallardo,2011,ABC123,Indigo,Electric,Automatic,9874,244,61,62,6/19/2009,3/18/2018,Active
Pontiac,Firefly,1988,DEF789,Khaki,Electric,Manual,1069,129,90,80,5/7/2015,2/23/2001,Inactive
Pontiac,Sunbird,1988,XYZ456,Teal,Electric,Manual,5511,213,68,79,2/8/2022,2/5/2006,Active
Toyota,Camry,2012,ABC123,Goldenrod,Gasoline,Manual,2406,129,85,98,8/5/2006,5/21/2018,Active
Audi,5000S,1987,ABC123,Green,Electric,Automatic,1617,220,91,65,8/2/2002,11/1/2022,Active
Cadillac,CTS-V,2007,DEF789,Purple,Gasoline,Automatic,5329,141,100,87,8/10/2019,11/23/2007,Inactive
Hyundai,Accent,2006,ABC123,Maroon,Gasoline,Automatic,2389,221,71,84,3/26/2018,2/6/2016,Inactive
Volkswagen,New Beetle,2004,DEF789,Purple,Gasoline,Automatic,7301,234,77,81,8/12/2019,1/22/2020,Active
Kia,Mentor,1997,DEF789,Yellow,Diesel,Automatic,5838,264,56,87,8/7/2014,9/17/2009,Inactive
Saab,900,1990,XYZ456,Khaki,Electric,Automatic,8381,158,88,90,9/27/2008,11/2/2000,Inactive
Porsche,Cayman,2010,XYZ456,Goldenrod,Gasoline,Automatic,1431,128,59,56,11/29/2001,8/10/2005,Active
Maserati,Coupe,2006,DEF789,Goldenrod,Electric,Automatic,9516,110,85,73,2/13/2006,7/2/2002,Inactive
Chrysler,Town & Country,2002,DEF789,Red,Electric,Manual,7612,187,88,56,7/7/2004,3/23/2019,Active
Chrysler,LHS,1994,ABC123,Violet,Diesel,Manual,4903,196,86,51,2/24/2004,1/17/2017,Inactive
GMC,Jimmy,1997,DEF789,Crimson,Diesel,Automatic,1562,121,70,59,9/23/2014,8/24/2022,Inactive
Mercedes-Benz,400SEL,1993,DEF789,Turquoise,Gasoline,Manual,4439,281,88,97,1/27/2019,6/12/2022,Active
Ferrari,FF,2012,ABC123,Aquamarine,Gasoline,Automatic,9831,121,57,77,7/3/2021,2/28/2000,Inactive
GMC,Sierra 3500,2002,XYZ456,Goldenrod,Gasoline,Automatic,8206,221,91,73,4/15/2006,11/30/2019,Active
Dodge,Stratus,1996,DEF789,Yellow,Gasoline,Automatic,3982,207,72,55,5/25/2011,11/14/2005,Active
Ford,Galaxie,1964,ABC123,Violet,Electric,Automatic,1213,211,60,92,6/11/2015,10/23/2001,Inactive
Porsche,968,1995,ABC123,Yellow,Gasoline,Manual,5122,293,73,58,4/13/2012,3/9/2014,Active
